text;label
the costs involved with switching between suppliers.;0
With these characteristics in mind we have set up constructs for buyer s dependence and supplier s dependence as follows.;0
It is reasonable to assume that the first aspect of organizational dependence, the relative financial magnitude of transactions, particularly impacts on supplier s dependence.;0
Obviously, when a lot of money is involved the buyer has a powerful position in negotiations.;2
Factors such as the availability of alternative suppliers and low switching costs between suppliers are much more important to the buyer than the relative amount of money that is involved.;2
Therefore, we have excluded financial magnitude from our construct of buyer s dependence and included it in our supplier s dependence construct.;0
There is a difference in the perspective of buyers and suppliers with regard to the second component of dependence as well.;0
The criticality of a resource refers to the degree in which the organization is able to continue its business processes in the absence of the resource.;3
In essence, however, the concept is two-fold in nature.;0
On the one hand it refers to a need for technological expertise of the partner, on the other hand it points to issues of logistical indispensability.;0
The need for technological expertise is critical for both parties, buyer and supplier.;0
In an industrial context, companies rely more and more on technologically advanced key suppliers.;0
From the supplier s perspective a similar argument holds.;0
Companies increasingly need the critical expertise and specialized knowledge of their industrial customers.;0
Logistics-based dependence, on the other hand, is less an issue to the supplier than it is to the buyer.;0
This unilateral dependence on the part of the buyer is explained in transaction cost theory by the concept of asset specificity.;0
The buyer is chiefly interested in receiving the goods in a way that is logistically compatible with its own production system.;0
The supplier will deliver the goods in any logistic way that is required, as long as the buyer will pay for it.;0
The buyer s main concern is the correct delivery of the goods, which makes the buyer dependent on the specific assets of a certain supplier.;0
The supplier s main concern is only of a financial nature.;0
On the basis of these considerations we have redefined the concept of resource criticality in the construct of supplier s dependence to solely include the need for the buyer s technological expertise.;0
The construct for buyer s dependence includes the logistical indispensability of the supplier, in addition to the need for a supplier s technological expertise.;0
With respect to the availability of alternative sources and switching costs the dependence positions of buyers and suppliers are symmetrical.;0
The buyer depends as much on the supplier as the other way around.;0
Both buying and supplying organizations invest in the relationship with their trading partner.;4
When the supplier develops and uses dedicated equipment assigned exclusively to one customer this will result in high switching costs if the relationship deteriorates.;4
On the other hand, buying organizations also face relation specific investments, making significant investments in suppliers.;4
For obvious reasons the overall dependency on the other party is also included in both variables, the construct of buyer s dependence and the construct of supplier s dependence.;4
Table summarizes the components of each of the three main characteristics of buyer-supplier relationships that we have identified in this section.;0
A reliability analysis using Cronbach s alpha was performed to ensure the internal consistency of the indicators that constitute each construct.;0
In Table we present the results of our reliability analysis.;0
The table shows the values of Cronbach s alpha for each purchasing strategy in the Kraljic matrix.;0
The coefficients of Cronbach s alpha are all higher than 0.60, indicating an acceptable internal consistency and reliability of the constructs.;0
An evaluation of the nature of buyer-supplier relationships includes the assessment of net dependence, which corresponds to the relative power of each party and total interdependence, which refers to the intensity of the relationship between parties.;0
It shows the average score for buyer s dependence and supplier s dependence in the nine scenarios.;0
It presents the resulting findings for the relative power position of the buyer, the difference between buyer s dependence and supplier s dependence.;0
A positive sign for the power balance shows that the supplier dominates the relationship, whereas a negative sign points to buyer dominance.;0
Total interdependence is depicted in the last column in Table and is measured by the sum of buyer s dependence and supplier s dependence.;0
On a scale that runs from +2 (minimal interdependence) to +10 (maximal interdependence) we consider values below 5 as low, between 5 and 7 as moderate and above 7 as high.;0
Note that the repeated measure design of the survey was accounted for when analysing the data.;0
With respect to the power balance in the strategic quadrant the results indicate that buyer-supplier relationships are dominated by the supplier in each strategy that is pursued. ;4
Buyer-supplier relationships in the bottleneck quadrant are also dominated by the supplier.;3
With respect to the leverage quadrant the hypotheses for both scenarios are confirmed as well.;2
We find buyer dominance when buyers decide to exploit their buying power.;2
In addition, the insignificant difference between supplier s dependence and buyer s dependence in the situation that parties try to form a partnership points to a situation of balanced power.;4
Both strategies in the non-critical quadrant are characterized by a significant power balance.;1
The findings confirm all hypotheses on basis on the existing literature on buyer-supplier relationships.;0
Except for the expectation of power balance in the case that a strategic partnership is maintained.;4
The literature characterizes this kind of buyer-supplier relationships as satisfactory relationships based on trust, commitment and open communication.;4
In contrast, the findings suggest that such satisfactory relationships experience an asymmetric power balance.;0
From the buyer s perspective the supplier dominates the relationship.;3
Presumably, once a buyer has entered a partnership this ensures a disproportionate raise in the dependence of the buyer on the supplying partner.;4
He gives a possible explanation for this phenomenon.;0
In their belief a pre-contractual situation of balanced power shifts to a post-contractual situation of supplier dominance, when the supplier refuses to offer balance in the relationship and locks the buyer in.;4
Our results therefore empirically confirm the belief of Cox et al.;0
Our findings can also be explained by the notion of Frazier and Antia, that unbalanced relationships may not always be troublesome.;0
A known distribution of power between both partners could provide effective co-ordination of the exchange relationship.;0
In this case the relative power position is used to enhance the nature of relational exchange between trading partners.;0
The distribution of power has become legitimated over time as both parties know what to expect from each other.;0
Gelderman and Van Weele found that purchasing professionals adhere to two kinds of purchasing strategies in each quadrant.;0
One type of strategy pursues preservation of the current position in the quadrant, while the other type pursues a move to another position.;0
The relative power position of buyers and suppliers is expected to influence the choice of purchasing strategy within each quadrant.;0
Therefore, the question is whether significant differences exist in the relative power position between the strategies that are pursued within each quadrant.;0
Table presents the difference between purchasing strategies within each quadrant.;0
POWER refers to the relative power position for the buyer in scenario i.;0
A negative sign shows that supplier dominance in the first scenario is lower than in the second scenario.;0
All differences in the power situation between quadrants turn out to be significant.;0
This indicates that each purchasing strategy is characterized by a unique power balance between buyers and suppliers.;0
The findings in Table confirm our prior expectations.;0
Within the strategic quadrant we find the highest level of supplier dominance when the buyer accepts the locked-in relationship.;4
Furthermore, the lowest level of supplier dominance is found in the situation that a strategic partnership is maintained.;4
These results confirm hypotheses.;0
In the bottleneck quadrant the strategy in which the dependence position is accepted and the negative consequences are reduced by keeping safety stocks is associated with the highest supplier domination.;3
With respect to the strategies within the leverage quadrant, we find a better power position for the buyer, a lower supplier dominance, when the buying power is exploited.;2
The development of a strategic partnership means deterioration of the power position of the buyer.;4
Furthermore, the results indicate a better power position for the buyer when purchasing requirements are pooled, than in the case that individual orders are placed.;1
The last column of Table shows the level of total interdependence associated with the various purchasing strategies.;0
Several separate tests have been undertaken to determine whether total interdependence differs significantly between individual purchasing strategies within each quadrant.;0
The results in Table confirm our expectations.;0
Within the strategic quadrant total interdependence is highest when the strategic partnership is maintained, and lowest when buyers pursue a termination of the partnership.;4
In the bottleneck quadrant the highest level of interdependence is associated with an acceptance of the dependence position.;3
The findings for the leverage quadrant suggest that total interdependence is highest when a strategic partnership is developed.;2
For the non-critical quadrant the highest level of interdependence is associated with the strategy in which purchasing requirements are pooled.;1
The difference between the two strategies is not significant.;0
This suggests that both strategies can be associated with a similar level of interdependence.;0
In general, we conclude that our empirical findings confirm the hitherto untested theoretical notions about total interdependence in buyer-supplier relationships.;0
Kraljic s approach has inspired many academics to undertake further research into purchasing portfolio models.;0
Refined models typically recommended one purchasing strategy for each portfolio quadrant.;0
They found that professional purchasers make a clear distinction between alternative strategies within each quadrant.;0
The conditions determining the choice for a specific purchasing strategy within a quadrant remain yet unclear, but might very well be associated with differences in power and dependence positions.;0
In this paper, we have empirically quantified the concepts of relative power and total interdependence for each purchasing strategy, using data from a comprehensive survey among Dutch purchasing professionals.;0
This study builds on the case studies of Gelderman and Van Weele by adding further insights into the power and interdependence structure of the various portfolio-based purchasing strategies.;0
The results of our study prove that there is a significant difference in the power positions between the purchasing strategies within each quadrant.;0
Figure summarizes the results, showing the relative power positions that are associated with each purchasing strategy.;0
Note that the diagonal line indicates positions in which buyer s dependence is equal to supplier s dependence, it indicates power balance.;0
Strategies on the left-hand side of the diagonal line are characterized by buyer dominance, while strategies on the right-hand side are characterized by supplier dominance.;0
The length of the perpendicular line from each data point towards the diagonal line indicates the size of the power difference between buyers and suppliers.;0
Comparing strategies aimed at moving towards other positions in the Kraljic matrix with strategies aimed at maintaining the current position leads to the following conclusions.;0
The strategies in the strategic and the bottleneck quadrant which are aimed at moving imply a reduction of the supply risk.;3
Their positions in indicate that these strategies are pursued in the case that buyer s dependence is relatively low.;0
The level of supplier s dependence seems to be less critical to the choice for these strategies.;0
Buyers usually prefer a strategy aimed at maintaining their position in the leverage quadrant of the Kraljic matrix.;2
Our findings suggest that relatively high levels of both buyer s and supplier s dependence constitute conditions for engaging in a partnership and thereby follow a strategy aimed at moving to another quadrant.;0
Finally, no significant differences were found between scenarios 8 and 9 in the non-critical quadrant.;1
Hence, the levels of buyer s and supplier s dependence do not seem to influence the choice for changing or maintaining the position in this quadrant.;0
Note that the differences of purchasing strategies in the power map within each Kraljic quadrant are smaller than the differences between the quadrants.;0
For instance, the strategies in the non-critical quadrant are located closely together in the power map, while the other strategies are at a relatively large distance.;1
Therefore, we can conclude that the levels of buyer s and supplier s dependence largely determine the position of a purchasing strategy within the Kraljic matrix.;0
A final conclusion from Figure is that positions in the bottleneck quadrant and the strategic quadrant of the matrix are associated with buyer-supplier relationships, which are characterized by supplier dominance.;3
On the other hand, positions in the leverage quadrant and the non-critical quadrant are perceived to be of a more power-balanced nature.;2
Apparently, from the buyer s perspective the level of supply risk is strongly associated with the perceived power balance between buyer and supplier.;0
A comparison between our empirical findings and the theoretical expectations generate the following conclusions.;0
All hypotheses regarding the power balance associated with each purchasing strategy within the quadrants were confirmed.;0
That is, we observed supplier dominance in the strategic quadrant when a strategic relationship is maintained, where one would expect a balanced power situation on basis of the literature.;4
This provocative result sheds new light on the buyer s view on issues of power and dependence.;0
It indicates that a relationship which is characterized by a high involvement of buyers and suppliers does not necessarily imply a balanced power position between the parties, but can yet be satisfactory, at least from the point of view of the buyer.;0
All hypotheses concerning the relative power positions of the different strategies within each quadrant and the level of total interdependence were confirmed.;0
Despite the rigor of our analysis, our study contains several limitations that might entice further research.;0
One of the limitations concerns the sample, which was drawn from a list of members of the Dutch Association of Purchasing Management.;0
Although our sample included a wide range of industry sectors, the generalizability of the results would benefit from the inclusion of firms in the service sector, as well as other Dutch and international companies.;0
This might be the object of a further study.;0
Another limitation concerns the fact that the survey was confined to the perspective of the buyer.;0
Yet, buyer-supplier relationships are dyadic in nature.;0
Suppliers might have different opinions on the power and interdependence structure of the various buyer-supplier relationships.;0
Therefore, there is a need to more fully study the supplier s perspective in order to establish whether or not both parties perceive each other s power position in the relationship in the same way.;0
In addition, further research should take a more holistic supply chain perspective on buyer-supplier relationships and acknowledge the possible influence of critical external forces, such as regulation, standards and international trade barriers.;0
Compelling evidence indicates that strategic management of supply markets can provide competitive advantage.;0
However, in an effort to improve performance, not all purchased materials and buyer-supplier relationships should be managed the same way.;0
This suggests that professional purchasing requires differentiation and some sort of classification of these resources.;0
Consequently, many portfolio models have been developed, some of which are widely adopted in practice to manage different types of materials or buyer-supplier relationships.;0
One of the most commonly used approaches is the Kraljic matrix, which distinguishes non-critical, leverage, bottleneck and strategic purchases along two dimensions: strategic importance and supply risk.;0
For each portfolio quadrant, this matrix offers the buying firms corresponding generic strategic recommendations and tactics.;0
The traditional, prescriptive view of the Kraljic matrix is intuitively appealing, as it allows purchases to be classified into four quadrants.;0
This in turn enables purchasers to implement the quadrant-specific strategic recommendations and tactical sourcing levers in order to maximize performance.;0
Failure to achieve the right outcomes indicates either a failure of the tool or a failure of the user.;0
In practice, strategy implementation is often not that simple.;0
Recommendations made by management tools, such as the Kraljic matrix, may not be seen as prescriptions but as starting points for structured discussion between different actors.;0
In-depth discussions on the positions in the Kraljic matrix are considered as the most important phase of the analysis.;0
Therefore, over a decade ago, authors of several studies called for moving away from advocating a strict adherence to the deterministic recommendations of the Kraljic Matrix, noting that not all purchased items in the same portfolio quadrant are to be managed in one generic way.;0
Rather, experience shows that practitioners also pick tactical sourcing levers from adjacent quadrants that will allow them to move from a current difficult to a future much easier quadrant or power scenario.;0
It has been hypothesized that sourcing practice demands that many, if not all, tactical sourcing levers may be used in each of the four quadrants.;0
Surprisingly, research on purchasing portfolio models contributes little to verify how tactical sourcing levers are actually applied in practice.;0
Prior works contrasted portfolio quadrants by differences in product characteristics, purchasing skills, buyer-supplier, power structures and organizational.;0
Still, little is known about the actual use of portfolio models in purchasing.;0
There is evident paucity of empirical investigations on tactical sourcing levers that can be employed in each portfolio quadrant to achieve performance targets.;0
The move from theoretical consideration to empirical reality is still missing.;0
Consequently, the aim of this study is to investigate if tactical sourcing levers are really applied according to the generic suggestions made by purchasing portfolio models.;0
To do so, the study is guided by the following research question: Does the application of tactical sourcing levers vary according to strategic importance and supply?;0
To answer this question, a detailed review of extant literature about purchasing portfolio models and tactical sourcing levers was first conducted.;0
Subsequently, a measurement instrument for supply risk, strategic importance and tactical sourcing levers was developed and applied to 107 sourcing projects including a wide range of direct purchases.;0
Each sourcing project was later classified into the non-critical, leverage, bottleneck or strategic quadrant of the Kraljic matrix.;0
Finally, sourcing lever profiles for each portfolio quadrant were contrasted with the help of non-parametric tests.;0
Tactics are used to particularize overall strategic approaches when transitioning from general strategy to ultimate activities.;0
Unfortunately, literature often confusingly uses the term purchasing strategies to describe strategic as well as tactical approaches.;0
To avoid confusion, this study uses the terms purchasing strategy to describe strategic approaches related to the overall purchasing department and tactical sourcing levers to describe sets of tactics used to operationalize strategy as a combination of activities in a sourcing category.;0
Thereby, a sourcing category includes materials or services of a similar type which constitute a single supply market.;0
In contrast to purchasing strategy, tactical sourcing levers do not provide a general orientation for purchasing activities such as achieving annual cost saving targets or fostering innovation.;0
Tactical sourcing levers describe a typology of activities through which the goals shall be realized.;0
Often with a concrete time specification and traceable milestones.;0
A major strength of this study lies in the research design, which directly integrates front-line purchasing agents and their experience in the application of tactical sourcing levers.;0
The study has important implications: In a traditional view, each quadrant of the Kraljic matrix requires specific, generic tactics.;0
Thereby, most recommendations are limited exclusively to a single portfolio quadrant.;0
From such publications, it might be assumed, for example, that only non-critical purchases require efficient processing, while exploitation of purchasing power is limited to leverage purchases.;0
However, the findings yielded by this study support a more differentiated approach to that suggested in previous works.;0
A mix chosen from the entire range of tactical sourcing levers has been found to be used in each portfolio quadrant.;0
As strategic importance increases and supply risk reduces, tactical sourcing levers are more extensively used.;0
Tactical sourcing levers are applied additively, rather than exclusively.;0
This suggests rethinking the task applying the usage of the Kraljic matrix and management tools in general.;0
Rather than providing mutually exclusive prescriptions to choosing the right strategic and tactical approaches, the Kraljic matrix may more usefully conceptualized as a space for debate and dialogue to bring together actors with different viewpoints in a way that strategic choices can be made.;0
The discussion and analysis of the aforementioned issues commences, providing an overview of relevant literature about purchasing portfolios and tactical sourcing levers.;0
The survey design and measurement models are presented.;0
The resulting sourcing lever profiles for each portfolio quadrant are contrasted and discussed.;0
Implications and suggestions for further research are presented.;0
Kraljic adopted the portfolio concept to the purchasing context offering pragmatic advice on how top management can recognize the extent of its own supply weakness and treat it with a comprehensive strategy to manage supply.;0
The Kraljic matrix classifies purchased items along the dimensions of strategic importance and supply risk.;0
The outcome is a 2x2 matrix, known as the Kraljic matrix, which provides a classification into four portfolio quadrants.;0
Non-critical.;1
Leverage.;2
Bottleneck.;3
Strategic Partnership.;4
In his original publications, Kraljic recommends specific tactics for each single portfolio quadrant.;0
Non-critical purchases are of low strategic importance and ordered frequently from many alternative sources.;1
Thus, pertinent tactics focus on reducing transaction costs through product standardization, order volume optimization, efficient processing and inventory optimization.;1
Leverage purchases include strategically important expenditures in a large marketplace with many alternative suppliers.;2
This diversity allows exploitation of full purchasing power, vendor selection, product substitution, targeted pricing negotiations, a mix between contract and spot purchasing and order volume optimization.;2
Bottleneck purchases have a low strategic importance and are only available from a small number of sources.;3
The tactics that are relevant in this case focus on volume insurance, control of vendors, security of inventories and backup plans.;3
Strategic purchases are critical for profitability and operations and can be obtained from a limited number of qualified sources.;4
They require accurate demand forecasting, detailed market research, development of long-term supply relationships, make-or-buy decisions, contract staggering, risk analysis, contingency planning as well as logistics, inventory and vendor control.;4
Over time, several authors have refined the analytical variables on the axes of the Kraljic matrix and added or changed recommendations for the portfolio quadrants.;0
Still, the practical application of the Kraljic Matrix exceeds and sometimes contradicts its theoretical use.;0
Existing publications create the impression that specific tactical sourcing levers are limited to a single portfolio quadrant.;0
For example, Monczka and Handfield list distinct essential tactics in each quadrant of a portfolio matrix.;0
Each element is attributed to a single quadrant exclusively.;0
Lysons and Farrington list 32 aims and main tasks but only three of these items are named in more than one quadrant.;0
Johnson recognize that firms may aim to move products into another quadrant but still list exclusive tactics for each quadrant.;0
However, other authors report that most tactical sourcing levers may be used in multiple if not all quadrants of the Kraljic Matrix.;0
For example, Cox argue that the original Kraljic matrix fails to recognize tactics aiming to change a purchase's position in the portfolio matrix (dynamic leverage).;0
Motivated by moving certain purchased items from one quadrant to another, purchasing agents were found to adopt tactical sourcing levers which, in Kraljic's original design, were associated with adjacent portfolio quadrants.;0
Faes and Matthyssens found that several tactical sourcing levers can be implemented in multiple portfolio quadrants.;0
Krause and Pagell report that sustainability objectives motivated companies to adopt tactical sourcing levers others than the ones suggested by the Kraljic matrix, intense collaboration and long-term contracts.;4
In a recent work, Ate illustrated that many purchase category strategies can be implemented equally effectively in the same Kraljic quadrant.;0
Cox even proposes that most tactical sourcing levers may be used for all purchases, no matter in which quadrant of the Kraljic matrix they were classified.;0
Consequently, Hesping and Schiele state that, although certain category purchases may be assigned to the same portfolio quadrant, each category requires an individual set of tactical sourcing levers.;0
So far, contemporary literature paid little attention to empirically verify if and how the distinct suggestions for each portfolio quadrant are applied in practice.;0
To fill this gap, this study developed sourcing lever profiles for each quadrant of the Kraljic matrix from data collected in practice.;0
Luzzini found that most publications in the context of purchasing portfolio models only considered the first steps of portfolio management, category classification and strategic priorities.;0
Other studies might consider which levers and tools are used according to the different types of categories and different category priorities.;0
There are several models of leverage in purchasing literature.;2
While some studies focus on a rather strategic leverage such as long-term outsourcing decisions, this study focuses on the tactical sourcing levers used to implement strategy.;0
Distinct from general strategy, tactics form clusters of activities with a concrete time specification and tractable milestones.;0
In contrast to a purchasing strategy, tactical sourcing levers do not provide a general orientation for purchasing activities such as achieving annual cost reduction targets or fostering innovation.;0
Rather, tactical sourcing levers describe sets of tactics used to operationalize strategy as a combination of activities in a sourcing category.;0
In that respect, they cover multiple competitive priorities such as cost reduction, quality, innovation or security of supply.;0
Extant literature describes several lever models with various activities merged into coherent groups or sets.;0
Some models range from fifteen value levers merged into five lever groups, 64 methods grouped into sixteen levers in a purchasing chessboard to 114 tactical levers merged into seven categories of tactical levers.;0
This study focuses on the empirically most elaborated sourcing lever model presented by Schiele, Schumacher and Schiele which has been applied in 134 cross-functional sourcing strategy workshops.;0
Their taxonomy includes sets of similar activites grouped into seven core tactical sourcing levers Volume bundling, which refers to the consolidation of demand and increasing purchase volume.;0
Price evaluation, which refers to forming price targets and analyzing suppliers bids, cost structures and value propositions.;0
Extension of supply base, pertaining to increasing the number of sources and bidders per request for quotation.;0
Product optimization, refering to modifications to the design, functions and materials of the purchased items.;0
Process optimization, which refers to efficient and effective processes related to the buyer-seller interfaces.;0
Optimization of supply relationships, which pertains to establishing and maintaining effective relationships between buyer and suppliers in the market.;4
Category-spanned optimization, which relates to balancing trade-offs among multiple sourcing categories and adopting mutual approaches, applied by otherwise distinct sourcing teams.;0
It is worth mentioning that these seven levers appear similar to the seven categories of tactical levers by Cox.;0
However, to avoid confusion with the term sourcing category, we adopted the wording tactical sourcing lever to describe a set of similar tactical sourcing activities.;0
Some tactical sourcing levers may appear identical to a strategy.;0
Purchasing strategy may be defined in terms of strategic priorities such as cost, flexibility and innovation.;0
To reach these strategic priorities, managers can choose a mix of sourcing tactics, tactical sourcing levers, made up of a set of activates to implement overall strategy.;0
For example, to reach the strategic goal of innovation, managers might opt for the tactical sourcing lever product optimization followed by various activities to make modifications to the design, functions and materials of the purchased items.;0
As another option, they might choose to implement the tactical sourcing lever optimization of supplier relationships in order to become more attractive towards a selected number of suppliers and their innovative products.;0
Hence, optimization of supplier relationships can be understood as one out of several tactical sourcing levers to reach the strategic goal of innovation but not as a strategy by itself.;0
Nevertheless, to be able to implement the tactical sourcing lever optimization of supplier relationships, appropriate supplier strategies at a subordinate level may be needed.;0
Several recent studies present conceptual frameworks linking purchasing portfolios with tactical sourcing levers.;0
Among these, Schuh, Hess, Lysons and Farrington and O'Brien are noted for grouping tactical sourcing levers into the quadrants of a purchasing portfolio matrix.;0
However, in these literature sources, these concepts were developed solely for practical application, or only incidentally referred to previous academic work.;0
Academics contributed relatively little to the identification of tactical sourcing levers that are most suitable for each portfolio quadrant within the Kraljic matrix.;0
The present study aimed to assess whether and how the application of tactical sourcing levers varies among non-critical, leverage, bottleneck and strategic purchases.;0
To achieve this objective, sourcing projects had to be classified and sourcing lever profiles developed for each portfolio quadrant.;0
To do so, multi-item scales were developed to collect data about strategic importance, supply risk and sourcing lever profiles for 107 sourcing projects within one large, global, automotive OEM.;0
Depending on a low or high score for strategic importance and supply risk, each observation could be classified into one of the four quadrants of the Kraljic matrix.;0
Ultimately, the sourcing lever profiles of the quadrants were formally analyzed with respect to differences and similarities using non-parametric tests.;0
In this study, a multi-step process was used to develop and validate the survey instrument.;0
Initially, a review of purchasing, marketing, operations and supply chain management literature was conducted to identify construct definitions and existing measures for strategic importance and supply risk.;0
This allowed the adoption of the world methodology to develop survey items for each tactical sourcing lever via an academic-practitioner collaborative approach.;0
The original analytic variables of Kraljic do not provide robust reflective, multi-item scales.;0
For example, Kraljic, state that their mentioned analytic variables are not complete.;0
The list of analytic variables in Kraljic ends, indirectly asking the reader to complement them.;0
Over time, researchers have built on Kraljic's seminal work, developed and refined reflective, multi-item scales for purchase importance and supply risk.;0
Therefore, to enable empirical evaluations in the subsequent course of this research, this paper moves beyond Kraljic's original analytic variables and integrates refined multi-item scales from contemporary literature.;0
The first dimension was strategic importance, which relates to the financial and strategic significance of the purchase reflecting not only the direct monetary value but also the impact of the purchase outcome on the buying firm's goals, profitability and customer relationships.;0
This also includes the degree to which the purchase is critical to the manufacture of a firm's products.;0
To measure this construct, a 5-item scale for strategic importance was developed, incorporating two items related to monetary value and effect on profitability from Lau, one item about management priority and two items about relative importance from Ellis.;0
The second dimension was supply risk, which relates to the threat of a temporary or permanent perturbation or disruption of supply associated with a firm's supply network.;3
This includes supplier business risks, such as capacity constraints, quality problems or technological changes in the supply market.;3
In particular, this dimension pertains to the threat of financial instability of suppliers and the consequences of supplier default.;0
Empirical evidence suggests that supply risk may stem from poor operational performance or opportunistic behavior of suppliers.;0
In this respect, lock-in situations are an important threat, as they make an organization highly dependent on a supplier, due to the very limited number of alternative sources.;3
For measuring this construct, a 7-item scale was developed that incorporates three items about capacity shortages, supply problems and supplier demise.;3
Three further items about the availability of alternative sources were sourced from Hunter, whereas one additional item about supplier capacities was adopted from Schoenherr and Mabert.;0
In completing the questionnaire, the respondents were required to state the extent to which they agreed with the corresponding statements on a 7-point Likert scale.;0
Over time, literature discussed multiple sets of tactics related to purchasing portfolio models.;0
As discussed previously, recent studies have systematized this knowledge and developed a taxonomy of seven core tactical sourcing levers, whereby each lever consists of a set of similar activities that are used to improve sourcing performance for a sourcing category.;0
However, contemporary literature provides very limited guidance regarding the activites related to each lever which may serve as indicators in empirical investigations.;0
Consequently, the present study capitalized on extensive collaboration with one large, global, automotive OEM to develop a list of indicators for the application of the seven core tactical sourcing levers.;0
Tactical sourcing levers directly address actions that decision makers can take to achieve desired outcomes.;0
This strong practical orientation suggests an academic-practitioner collaborative research approach to identify relevant indicators.;0
In other academic-practitioner research collaborations, scholars tended to use Delphi method, focus groups or the world methodology.;0
The Delphi method is based on a structured series of questionnaires with items and rankings followed by controlled feedback.;0
However, the iterative survey process that can last several weeks was in most cases found disadvantageous as it often results in a low response rate.;0
Distinct from the Delphi method, focus groups are a form of group interview that capitalizes on communication between research participants in order to generate data.;0
However, the recommendation that the ideal focus group size is limited to 8 to 12 participants was found disadvantageous.;0
Some authors also noted that multiple sessions for the same group may have to be scheduled to collect rich and stable data, making the process arduous and difficult to manage.;0
The world is a promising and powerful approach to effective and efficient identification of items for a theoretical concept.;0
In essence, it uses intimate conversations at small style tables, or in small conversation clusters, link, and build on each other as people move between groups, cross-pollinate ideas.;0
Different from the majority of other quantitative and qualitative research approaches, world caf methodology directly integrates practitioners into the research process.;0
It stimulates dialectic discussions between academics and practitioners and among practitioners with various backgrounds and experiences.;0
This strategy avoids narrowly-minded toolbox thinking, while allowing a large group's knowledge to be captured much quicker than through the data collection process based on multiple interviews.;0
Although the world caf shares some characteristics with focus groups, its distinguishing features make it more suitable for the present study's setting.;0
First, the number of caf tables could be adjusted to allow involvement of 24 participants representing the focal company's entire range of sourcing categories.;0
Second, the world caf can be held in one session, thus avoiding problems associated with reoccurring sessions, such as participant unavailability and attrition.;0
The data collection strategy adopted in this study, as noted above, followed the basic world caf structure, suggested by Brown and Isaacs, Prewitt and Hoffmann.;0
It comprised of the following activities.;0
In the early stages of the caf preparation, academics and practitioners engaged over several months to come to a shared foundation of the research question.;0
Simultaneously, moderators, location and possible participants of the world caf were identified.;0
During the review of extant literature on sourcing levers, several cost saving activities were identified.;0
To stimulate table discussions, these activities were printed on posters.;0
The study participants were invited to change, add or integrate findings by making notes on the posters.;0
Three tables with six to seven seats were set up to allow multiple participants from diverse backgrounds to participate in discussions, while retaining an intimate atmosphere that facilitates interaction.;0
Three to four sourcing levers were discussed at each table.;0
Three discussion rounds were held, each lasting 30 to 40 minutes.;0
After each round, participants at each table split up to form new group constellations at different tables.;0
While each participant was required to sit at each table, there was no pre-defined order.;0
The main goal was to allow all individuals to engage in the discussion of all presented sourcing levers.;0
At the end of the discussion rounds, academic facilitators and participants came together for a collective concluding session.;0
Having just discussed all of the presented sourcing levers, participants now had the chance to contrast them, as well as eliminate possible overlaps and inconsistent findings.;0
As a part of this session, each participant had the chance to evaluate the results by placing stickers on several indicators they considered the most important.;0
As a result, 23 activities were assigned to the seven core tactical sourcing levers.;0
The world caf discussions showed that purchasing agents differentiate various degrees to which they employ a certain tactical sourcing lever and corresponding activities.;0
For example, when the entire volume was concentrated on one supplier respondents indicated an extensive use of that activity.;0
However, when only a limited share of the volume was concentrated on one supplier respondents indicated less use of that activity.;0
Similarly, if time and resources were limited for price evaluations, the recalculation sometimes focused on the raw material costs of one main component only.;0
With more time and resources, recalculations may include the entire bill of materials as well as logistics and overhead costs.;0
Therefore, in the subsequent survey, the respondents were asked to relate their answer to the time and resources invested in previous projects, indicating the extent to which they applied each sourcing activity using a 7-point Likert scale anchored extensively used.;0
For this sourcing project, which activities of the following sourcing levers are used.;0
Sample frame and data collection: front-line purchasing agents for direct purchases were questioned at the point of supplier nomination.;0
Unit of analysis was the multitude of direct sourcing projects managed at the European headquarters of the same automotive OEM that took part in the world caf.;0
The study intentionally focused on direct sourcing projects within a single OEM in order to get access to a reasonable number of comparable sourcing projects and front-line purchasing agents.;0
Several of the analyzed tactical sourcing levers may be relevant to both direct purchases, which immediately enter the firm's core products, and indirect purchases, which tend to serve as input for the day-to-day business operations.;0
However, indirect purchases were not included as the focal firm follows distinct purchasing processes for indirect purchases that might have limited the access to purchasing agents and biased the selection of sourcing projects and the employment of sourcing levers.;0
The focal firm's category managers for direct purchases are directly involved in most purchasing activities.;0
The focal firm's processes for indirect products in contrast, involve a high degree of decentralized orders from a wider number of non-professional buyers.;0
For example, the category managers for direct purchases are immediately involved in employing the price evaluation lever, including value and cost analysis methods.;0
Indirect purchases, in contrast highly use blanket order processes involving previous sourcing activities such as tender preparation by non-professional purchasers.;0
Sourcing projects are not independent from each other in a way that volume bundling in a certain sourcing project, for example, may only become possible because related items from sourcing projects are bundled together to increase volume per request of quotation.;0
With regard to this interdependence, the focal firm has an established category management process, forcing category managers to regularly review their sourcing projects in the context of related sourcing projects and the entire purchasing department.;0
This breath of experience allowed the respondents to relate to a wider range of sourcing projects when answering the strategic importance and the category-spanning optimization survey items.;0
The OEM's direct purchasing activities are highly centralized.;0
